date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:40	50708/50708	---M-Z	200	added ('OK')	text/html	etag:%22c614-5ebf31d2d9cad-gzip%22	https://www.aleslanger.com/420163552.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/420163552.html	(from https://www.aleslanger.com/)
14:07:40	11575/11575	---M-Z	200	added ('OK')	text/html	etag:%222d37-5ebf31d2e6770-gzip%22	https://www.aleslanger.com/420792675.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/420792675.html	(from https://www.aleslanger.com/)
14:07:41	11877/11877	---M-Z	200	added ('OK')	text/html	etag:%222e65-5ebf31d2e8e9b-gzip%22	https://www.aleslanger.com/422620037.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422620037.html	(from https://www.aleslanger.com/)
14:07:48	50230/50230	---MC-	200	added ('OK')	text/javascript	date:Tue,%2027%20Sep%202022%2022:01:05%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/dejepisny_miniweb/www.google-analytics.com/analytics.js	(from https://www.aleslanger.com/)
14:07:48	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:12%20GMT	https://www.aleslanger.com/c/js/version3/frontendApp/init/frontendApp.min.js?_v=36735ea55926d39f989670ec304e3846	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/c/js/version3/frontendApp/init/frontendApp.min.1c06e8.delayed	(from https://www.aleslanger.com/)
14:07:48	834411/834411	---M-Z	200	added ('OK')	application/javascript	etag:%22cbb6b-5ebf31d60fc86-gzip%22	https://www.aleslanger.com/js/frontendApp.min.js	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/js/frontendApp.min.js	(from https://www.aleslanger.com/)
14:07:48	852/852	---MC-	200	added ('OK')	text/javascript	date:Fri,%2023%20Dec%202022%2013:07:17%20GMT	https://www.google.com/recaptcha/api.js?render=explicit&hl=cs	C:/My%20Web%20Sites/dejepisny_miniweb/www.google.com/recaptcha/api5614.js	(from https://www.aleslanger.com/)
14:07:48	438/438	---M-Z	200	added ('OK')	text/css	etag:%221b6-5ebf31d310ec7-gzip%22	https://www.aleslanger.com/css/css.css	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/css/css.css	(from https://www.aleslanger.com/css/36648179.design.v1641295449.css)
14:07:48	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:18%20GMT	https://www.aleslanger.com/images/fancybox-2.1.5/fancybox_sprite.png	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/fancybox-2.1.5/fancybox_sprite.png	(from https://www.aleslanger.com/css/36648179.design.v1641295449.css)
14:07:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:18%20GMT	https://www.aleslanger.com/images/fancybox-2.1.5/fancybox_loading.gif	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/fancybox-2.1.5/fancybox_loading.gif	(from https://www.aleslanger.com/css/36648179.design.v1641295449.css)
14:07:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:18%20GMT	https://www.aleslanger.com/images/fancybox-2.1.5/blank.gif	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/fancybox-2.1.5/blank.gif	(from https://www.aleslanger.com/css/36648179.design.v1641295449.css)
14:07:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:18%20GMT	https://www.aleslanger.com/images/fancybox-2.1.5/fancybox_overlay.png	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/fancybox-2.1.5/fancybox_overlay.png	(from https://www.aleslanger.com/css/36648179.design.v1641295449.css)
14:07:49	2373557/2373557	---M--	200	added ('OK')	image/jpeg	etag:%222437b5-5ebf31d5cc7ac%22	https://www.aleslanger.com/images/i287104489309727124._szw1280h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489309727124._szw1280h1280_.jpg	(from https://www.aleslanger.com/)
14:07:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:19%20GMT	https://www.aleslanger.com/images/fancybox-2.1.5/fancybox_loading@2x.gif	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/fancybox-2.1.5/fancybox_loading@2x.gif	(from https://www.aleslanger.com/css/36648179.design.v1641295449.css)
14:07:50	1147/1147	---M--	200	added ('OK')	image/svg+xml	etag:%2247b-5ebf31d354562%22	https://www.aleslanger.com/fonts/icon-right.svg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/icon-right.svg	(from https://www.aleslanger.com/css/base.css)
14:07:50	1155/1155	---M--	200	added ('OK')	image/svg+xml	etag:%22483-5ebf31d34dfbb%22	https://www.aleslanger.com/fonts/icon-left.svg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/icon-left.svg	(from https://www.aleslanger.com/css/base.css)
14:07:50	129648/129648	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fa70-5ebf31d31f99e%22	https://www.aleslanger.com/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-brands-400.eot	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:51	87544/87544	---M--	200	added ('OK')	application/font-woff	etag:%22155f8-5ebf31d3299a2%22	https://www.aleslanger.com/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-brands-400.woff	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:51	129344/129344	---M--	200	added ('OK')	application/font-sfnt	etag:%221f940-5ebf31d326b00%22	https://www.aleslanger.com/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-brands-400.ttf	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:52	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-5ebf31d32e835%22	https://www.aleslanger.com/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-regular-400.eot	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:52	13584/13584	---M--	200	added ('OK')	text/html	etag:%223510-5ebf31d338430%22	https://www.aleslanger.com/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-regular-400.html	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:52	691865/691865	---M--	200	added ('OK')	image/svg+xml	etag:%22a8e99-5ebf31d324022%22	https://www.aleslanger.com/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-brands-400.svg	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:52	16804/16804	---M--	200	added ('OK')	application/font-woff	etag:%2241a4-5ebf31d335d4f%22	https://www.aleslanger.com/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-regular-400.woff	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:52	34092/34092	---M--	200	added ('OK')	application/font-sfnt	etag:%22852c-5ebf31d3339cc%22	https://www.aleslanger.com/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-regular-400.ttf	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:53	144451/144451	---M--	200	added ('OK')	image/svg+xml	etag:%2223443-5ebf31d3312d8%22	https://www.aleslanger.com/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-regular-400.svg	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:53	186708/186708	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222d954-5ebf31d33ab3f%22	https://www.aleslanger.com/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-solid-900.eot	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:53	74328/74328	---M--	200	added ('OK')	text/html	etag:%2212258-5ebf31d347a39%22	https://www.aleslanger.com/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-solid-900.html	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:53	96256/96256	---M--	200	added ('OK')	application/font-woff	etag:%2217800-5ebf31d345320%22	https://www.aleslanger.com/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-solid-900.woff	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:53	186424/186424	---M--	200	added ('OK')	application/font-sfnt	etag:%222d838-5ebf31d34244f%22	https://www.aleslanger.com/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-solid-900.ttf	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:54	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d794-5ebf31d356c9d%22	https://www.aleslanger.com/fonts/ionicons.eot	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/ionicons.eot	(from https://www.aleslanger.com/css/ionicons.min.css)
14:07:54	816852/816852	---M--	200	added ('OK')	image/svg+xml	etag:%22c76d4-5ebf31d33fd18%22	https://www.aleslanger.com/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/fa-solid-900.svg	(from https://www.aleslanger.com/css/fontawesome-all.css)
14:07:54	188508/188508	---M--	200	added ('OK')	application/font-sfnt	etag:%222e05c-5ebf31d35d9de%22	https://www.aleslanger.com/fonts/ionicons.ttf	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/ionicons.ttf	(from https://www.aleslanger.com/css/ionicons.min.css)
14:07:54	67904/67904	---M--	200	added ('OK')	application/font-woff	etag:%2210940-5ebf31d3604c5%22	https://www.aleslanger.com/fonts/ionicons.woff	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/ionicons.woff	(from https://www.aleslanger.com/css/ionicons.min.css)
14:07:55	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:24%20GMT	https://www.aleslanger.com/422683590	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683590	(from https://www.aleslanger.com/422683590.html)
14:07:55	333834/333834	---M--	200	added ('OK')	image/svg+xml	etag:%225180a-5ebf31d35af0c%22	https://www.aleslanger.com/fonts/ionicons.svg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/fonts/ionicons.svg	(from https://www.aleslanger.com/css/ionicons.min.css)
14:07:55	268039/268039	---M-Z	200	added ('OK')	application/javascript	etag:%223df23bfb3a1d21:0%22	https://ajax.aspnetcdn.com/ajax/jQuery/jquery-3.2.1.js	C:/My%20Web%20Sites/dejepisny_miniweb/ajax.aspnetcdn.com/ajax/jQuery/jquery-3.2.1.js	(from https://www.aleslanger.com/422683590.html)
14:07:56	15588/15588	---M-Z	200	added ('OK')	application/javascript	etag:%223ce4-5ebf31d60ae9b-gzip%22	https://www.aleslanger.com/js/contactFormValidation.js	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/js/contactFormValidation.js	(from https://www.aleslanger.com/422683590.html)
14:07:56	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:25%20GMT	https://www.aleslanger.com/420255613	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/420255613	(from https://www.aleslanger.com/420255613.html)
14:07:56	38244/38244	---M--	200	added ('OK')	image/jpeg	etag:%229564-5ebf31d43d3e7%22	https://www.aleslanger.com/images/i287104489257403113._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489257403113._szw480h1280_.jpg	(from https://www.aleslanger.com/420255613.html)
14:07:56	70252/70252	---M--	200	added ('OK')	image/jpeg	etag:%221126c-5ebf31d4454a4%22	https://www.aleslanger.com/images/i287104489257403205._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489257403205._szw480h1280_.jpg	(from https://www.aleslanger.com/420255613.html)
14:07:56	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:26%20GMT	https://www.aleslanger.com/420255602	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/420255602	(from https://www.aleslanger.com/420255602.html)
14:07:57	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:26%20GMT	https://www.aleslanger.com/420255628	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/420255628	(from https://www.aleslanger.com/420255628.html)
14:07:57	94689/94689	---M--	200	added ('OK')	image/jpeg	etag:%22171e1-5ebf31d41e79b%22	https://www.aleslanger.com/images/i287104489255634034._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489255634034._szw480h1280_.jpg	(from https://www.aleslanger.com/420255628.html)
14:07:57	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:26%20GMT	https://www.aleslanger.com/420255634	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/420255634	(from https://www.aleslanger.com/420255634.html)
14:07:58	66413/66413	---M--	200	added ('OK')	image/jpeg	etag:%221036d-5ebf31d4e1a3b%22	https://www.aleslanger.com/images/i287104489278033975._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489278033975._szw480h1280_.jpg	(from https://www.aleslanger.com/420255634.html)
14:07:58	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:27%20GMT	https://www.aleslanger.com/419098416	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/419098416	(from https://www.aleslanger.com/419098416.html)
14:07:58	108628/108628	---M--	200	added ('OK')	image/jpeg	etag:%221a854-5ebf31d47000b%22	https://www.aleslanger.com/images/i287104489269512146._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269512146._szw480h1280_.jpg	(from https://www.aleslanger.com/419098416.html)
14:07:58	53637/53637	---M--	200	added ('OK')	image/jpeg	etag:%22d185-5ebf31d4896c0%22	https://www.aleslanger.com/images/i287104489269512477._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269512477._szw480h1280_.jpg	(from https://www.aleslanger.com/419098416.html)
14:07:59	82735/82735	---M--	200	added ('OK')	image/jpeg	etag:%221432f-5ebf31d495da1%22	https://www.aleslanger.com/images/i287104489269512670._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269512670._szw480h1280_.jpg	(from https://www.aleslanger.com/419098416.html)
14:07:59	77559/77559	---M--	200	added ('OK')	image/jpeg	etag:%2212ef7-5ebf31d4a20fe%22	https://www.aleslanger.com/images/i287104489269512758._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269512758._szw480h1280_.jpg	(from https://www.aleslanger.com/419098416.html)
14:07:59	65157/65157	---M--	200	added ('OK')	image/jpeg	etag:%22fe85-5ebf31d4ba4fb%22	https://www.aleslanger.com/images/i287104489269513068._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269513068._szw480h1280_.jpg	(from https://www.aleslanger.com/419098416.html)
14:08:00	68666/68666	---M--	200	added ('OK')	image/jpeg	etag:%2210c3a-5ebf31d4ae063%22	https://www.aleslanger.com/images/i287104489269512794._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269512794._szw480h1280_.jpg	(from https://www.aleslanger.com/419098416.html)
14:08:00	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:29%20GMT	https://www.aleslanger.com/424659293	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/424659293	(from https://www.aleslanger.com/424659293.html)
14:08:00	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Dec%202022%2013:07:29%20GMT	https://www.aleslanger.com/422683514	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514	(from https://www.aleslanger.com/422683514.html)
14:08:00	327209/327209	---M--	200	added ('OK')	image/jpeg	etag:%224fe29-5ebf31d45f2a8%22	https://www.aleslanger.com/images/i287104489269267599._szw480h1280_.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489269267599._szw480h1280_.jpg	(from https://www.aleslanger.com/424659293.html)
14:08:00	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2f6d7e-gzip%22	https://www.aleslanger.com/422683514_6.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_6.html	(from https://www.aleslanger.com/422683514.html)
14:08:01	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2f9458-gzip%22	https://www.aleslanger.com/422683514_7.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_7.html	(from https://www.aleslanger.com/422683514.html)
14:08:01	476142/476142	---M--	200	added ('OK')	image/jpeg	etag:%22743ee-5ebf31d3b38c8%22	https://www.aleslanger.com/images/i287104489242750761.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750761.jpg	(from https://www.aleslanger.com/422683514.html)
14:08:01	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2f4a30-gzip%22	https://www.aleslanger.com/422683514_5.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_5.html	(from https://www.aleslanger.com/422683514.html)
14:08:01	490494/490494	---M--	200	added ('OK')	image/jpeg	etag:%2277bfe-5ebf31d3be47a%22	https://www.aleslanger.com/images/i287104489242750771.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750771.jpg	(from https://www.aleslanger.com/422683514.html)
14:08:02	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2efbff-gzip%22	https://www.aleslanger.com/422683514_3.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_3.html	(from https://www.aleslanger.com/422683514.html)
14:08:02	409436/409436	---M--	200	added ('OK')	image/jpeg	etag:%2263f5c-5ebf31d3c8cc0%22	https://www.aleslanger.com/images/i287104489242750776.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750776.jpg	(from https://www.aleslanger.com/422683514.html)
14:08:02	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2f2322-gzip%22	https://www.aleslanger.com/422683514_4.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_4.html	(from https://www.aleslanger.com/422683514.html)
14:08:02	508231/508231	---M--	200	added ('OK')	image/jpeg	etag:%227c147-5ebf31d3d28d5%22	https://www.aleslanger.com/images/i287104489242750785.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750785.jpg	(from https://www.aleslanger.com/422683514.html)
14:08:03	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2ed521-gzip%22	https://www.aleslanger.com/422683514_2.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_2.html	(from https://www.aleslanger.com/422683514.html)
14:08:03	907095/907095	---M--	200	added ('OK')	image/jpeg	etag:%22dd757-5ebf31d3e0bea%22	https://www.aleslanger.com/images/i287104489242750801.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750801.jpg	(from https://www.aleslanger.com/422683514.html)
14:08:03	721591/721591	---M--	200	added ('OK')	image/jpeg	etag:%22b02b7-5ebf31d3ecad5%22	https://www.aleslanger.com/images/i287104489242750817.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750817.jpg	(from https://www.aleslanger.com/422683514.html)
14:08:03	10819/10819	---M-Z	200	added ('OK')	text/html	etag:%222a43-5ebf31d2fdadb-gzip%22	https://www.aleslanger.com/422683514_9.html	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/422683514_9.html	(from https://www.aleslanger.com/422683514.html)
14:08:04	653470/653470	---M--	200	added ('OK')	image/jpeg	etag:%229f89e-5ebf31d3f8a85%22	https://www.aleslanger.com/images/i287104489242750830.jpg	C:/My%20Web%20Sites/dejepisny_miniweb/www.aleslanger.com/images/i287104489242750830.jpg	(from https://www.aleslanger.com/422683514.html)
